kglID,Rank,Title,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8561,11660,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.01,0.08
5736,11661,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0,0.01,0.08
8562,11662,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0,0,0.08,0,0.08
8563,11663,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0,0,0.08,0,0.08
8564,11664,Captain Tsubasa,PS2,2006,Sports,Namco Bandai Games,0,0,0.08,0,0.08
5609,11665,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0,0,0.08
105,11666,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.08
8565,11667,No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,0.04,0.03,0,0,0.08
6657,11668,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
8566,11669,GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0,0,0.08
8567,11670,PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,0.07,0,0,0.01,0.08
8568,11671,Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0,0,0.08
8569,11672,Majin Tensei,SNES,1994,Role-Playing,Atlus,0,0,0.08,0,0.08
8570,11673,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0,0,0.08,0,0.08
5480,11674,Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,0,0,0.01,0.08
8571,11675,Monkey Hero,PS,1998,Action,Take-Two Interactive,0.04,0.03,0,0,0.08
8572,11676,Tokyo Beat Down,DS,2008,Action,Success,0.07,0,0,0.01,0.08
8573,11677,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0,0,0.08
446,11678,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08
8574,11679,Quo Vadis,SAT,1995,Strategy,Glams,0,0,0.08,0,0.08
8575,11680,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.08
8576,11681,The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0,0,0,0.08
8577,11682,Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0,0,0.08,0,0.08
8578,11683,World Party Games,Wii,2009,Misc,505 Games,0.07,0,0,0.01,0.08
8579,11684,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08
6070,11685,Open Season,PSP,2006,Platform,Ubisoft,0.07,0,0,0.01,0.08
8580,11686,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0,0,0.01,0.08
8581,11687,Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.02,0.08
8582,11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0,0,0.01,0.08
8583,11689,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005,Role-Playing,Atari,0.05,0.02,0,0,0.08
4583,11690,R: Racing Evolution,GC,2003,Racing,Namco Bandai Games,0.06,0.02,0,0,0.08
8584,11691,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0,0,0.01,0.08
8585,11692,Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
8586,11693,World Tour Soccer 06,PSP,2006,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08
8587,11694,Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0,0.01,0.08
5952,11695,Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.06,0.02,0,0,0.08
8588,11696,Conflict: Desert Storm,GC,2003,Shooter,SCi,0.06,0.02,0,0,0.08
8589,11697,One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0,0,0.08,0,0.08
8590,11698,Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai Games,0,0,0.08,0,0.08
8591,11699,Titanic Mystery,DS,2010,Puzzle,PlayV,0.05,0.02,0,0.01,0.08
8592,11700,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0,0,0.08,0,0.08
8593,11701,P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.08
8594,11702,WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0.06,0,0.02,0.08
8595,11703,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0,0,0.08,0,0.08
354,11704,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0,0.07,0,0,0.08
8596,11705,Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08
1361,11706,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08
8597,11707,Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft,0,0,0.08,0,0.08
6205,11708,WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.08
8598,11709,The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0,0,0.01,0.08
8599,11710,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star,0.05,0.02,0,0,0.08
8600,11711,Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0.02,0,0,0.08
8601,11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,Crave Entertainment,0.06,0.02,0,0,0.08
8602,11713,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0,0,0.08,0,0.08
7161,11714,WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0,0.06,0,0.02,0.08
8603,11715,Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0,0.06,0,0.01,0.08
8604,11716,Medal of Honor: Underground,GBA,2002,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.08
8605,11717,Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0,0,0,0.08
8606,11718,Super Football,2600,1987,Sports,Atari,0.07,0,0,0,0.08
8607,11719,The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0,0,0.08,0,0.08
8608,11720,Learn Geography,DS,2009,Misc,DreamCatcher Interactive,0.07,0,0,0.01,0.08
5138,11721,Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0,0.01,0.08
8609,11722,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.03,0.04,0,0.08
4998,11723,Scooby-Doo! Unmasked,XB,2005,Platform,THQ,0.06,0.02,0,0,0.08
6889,11724,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01,0.08
7105,11725,SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.07,0,0,0.01,0.08
8610,11726,Driven,GC,2002,Racing,BAM! Entertainment,0.06,0.02,0,0,0.08
8611,11727,Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0,0,0.08
8612,11728,My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0,0,0.01,0.08
4792,11729,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0,0,0.01,0.08
8613,11730,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
8614,11731,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,Alchemist,0,0,0.08,0,0.08
8615,11732,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0,0,0,0.08
6676,11733,MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0,0,0.08
8616,11734,Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,0,0,0.08,0,0.08
8617,11735,Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08
8618,11736,Backyard NBA Basketball,DS,2007,Sports,Atari,0.07,0,0,0.01,0.07
8619,11737,Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,Locus,0,0,0.07,0,0.07
8620,11738,Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,0.07,0,0,0,0.07
8621,11739,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Namco Bandai Games,0,0,0.07,0,0.07
8622,11740,Gale Racer,SAT,1994,Racing,Sega,0,0,0.07,0,0.07
8623,11741,In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07
8624,11742,Myst,PS,1995,Adventure,Psygnosis,0,0,0.07,0,0.07
8625,11743,Beat City,DS,2010,Misc,THQ,0.07,0,0,0.01,0.07
5712,11744,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0,0,0.01,0.07
5249,11745,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
8626,11746,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0,0,0.07,0,0.07
8627,11747,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.07,0,0.07
8628,11748,Torchlight,PC,2009,Role-Playing,JoWood Productions,0,0.06,0,0.02,0.07
3594,11749,Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.06,0.01,0,0.01,0.07
8629,11750,Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.04,0.03,0,0.01,0.07
8630,11751,Super Baseball,2600,1987,Sports,Atari,0.07,0,0,0,0.07
6924,11752,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
8631,11753,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0,0,0.07,0,0.07
8632,11754,Hakuouki DS,DS,2010,Adventure,Idea Factory,0,0,0.07,0,0.07
8633,11755,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0,0,0.07
8634,11756,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0,0,0.07,0,0.07
8635,11757,Mega Man Battle Network: Operation Shooting Star,DS,NA,Role-Playing,Capcom,0,0,0.07,0,0.07
8636,11758,Futurama,PS2,2003,Platform,SCi,0.04,0.03,0,0.01,0.07
8637,11759,Medabots 8,3DS,2014,Role-Playing,Rocket Company,0,0,0.07,0,0.07
8638,11760,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07
8639,11761,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,0,0,0.07,0,0.07
4543,11762,Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.06,0.02,0,0,0.07
8640,11763,Again,DS,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07
8641,11764,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,Hudson Soft,0,0,0.07,0,0.07
8642,11765,Zumba Fitness Core,Wii,2012,Misc,505 Games,0,0.07,0,0.01,0.07
8617,11766,Yoru no Nai Kuni,PSV,2015,Role-Playing,Tecmo Koei,0,0,0.07,0,0.07
7846,11767,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0,0.01,0.07
8096,11768,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.07
8643,11769,Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0,0,0.07
8644,11770,Boxing,PS,2000,Fighting,Midas Interactive Entertainment,0.04,0.03,0,0,0.07
8645,11771,NHL Open Ice,PS,1996,Sports,Midway Games,0.04,0.03,0,0,0.07
8646,11772,Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0,0.06,0,0.01,0.07
8647,11773,Gundam Battle Tactics,PSP,2005,Action,Namco Bandai Games,0,0,0.07,0,0.07
8648,11774,Touch Detective: Nameko Shigeru,3DS,2013,Adventure,Success,0,0,0.07,0,0.07
8649,11775,Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0,0,0.07,0,0.07
8650,11776,Sky Gunner,PS2,2001,Action,Sony Computer Entertainment,0.04,0.03,0,0.01,0.07
8651,11777,Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.07,0,0,0.01,0.07
4803,11778,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0,0,0.07
5679,11779,Gladius,GC,2003,Strategy,Activision,0.06,0.01,0,0,0.07
7660,11780,Adventure Time: Finn & Jake Investigations,3DS,2015,Action,Little Orbit,0.02,0.05,0,0.01,0.07
8652,11781,Kenka Banchou 6: Soul & Blood,3DS,2015,Fighting,Screenlife,0,0,0.07,0,0.07
8653,11782,Jewel Time Deluxe,DS,2011,Puzzle,O-Games,0.04,0.03,0,0.01,0.07
8654,11783,Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,0.07,0,0,0.01,0.07
8655,11784,Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,0,0,0.07,0,0.07
8656,11785,PhotoKano,PSV,2013,Adventure,Kadokawa Shoten,0,0,0.07,0,0.07
8657,11786,Real Sound: Kaze no Riguretto,SAT,1997,Adventure,Warp,0,0,0.07,0,0.07
7056,11787,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0,0,0.07,0,0.07
8658,11788,Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
8659,11789,Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07
8660,11790,Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07
8661,11791,The Rub Rabbits!,DS,2005,Puzzle,Sega,0.03,0,0.04,0,0.07
8662,11792,Margot's Word Brain,DS,2008,Puzzle,Zoo Games,0.07,0,0,0.01,0.07
8663,11793,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07
8664,11794,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.07
8665,11795,Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0,0,0.07
8666,11796,Classic Road,PS,1995,Sports,Victor Interactive,0,0,0.07,0,0.07
8667,11797,Hero Bank,3DS,2014,Role-Playing,Sega,0,0,0.07,0,0.07
8668,11798,The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0,0,0.07,0,0.07
8669,11799,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0,0,0.07,0,0.07
8670,11800,Smashing Drive,GC,NA,Racing,Unknown,0.06,0.01,0,0,0.07
8671,11801,Mega Man Xtreme,GB,2000,Platform,Capcom,0,0,0.07,0,0.07
8672,11802,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0,0,0.01,0.07
8673,11803,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0,0.06,0,0.01,0.07
8674,11804,Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,0.05,0.02,0,0,0.07
3879,11805,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0,0.01,0.07
7274,11806,Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0,0.01,0.07
8675,11807,CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0,0.01,0.07
8676,11808,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0,0.01,0.07
2979,11809,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0,0.01,0.07
8677,11810,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0,0.01,0.07
8678,11811,OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0,0.06,0,0.01,0.07
8679,11812,Still Life,XB,2005,Adventure,Microids,0.05,0.02,0,0,0.07
8680,11813,Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.05,0.02,0,0,0.07
8681,11814,Hang On GP,SAT,1995,Racing,Sega,0,0,0.07,0,0.07
8682,11815,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0.01,0.07
8683,11816,Uprising X,PS,1998,Action,3DO,0.04,0.03,0,0,0.07
6352,11817,SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0,0,0.07
8684,11818,Mega Man Xtreme 2,GB,2001,Platform,Capcom,0,0,0.07,0,0.07
8031,11819,I-Ninja,XB,2003,Platform,Namco Bandai Games,0.05,0.02,0,0,0.07
8685,11820,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07
8686,11821,Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0,0,0.07,0,0.07
8687,11822,Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.07
8688,11823,Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.07
8689,11824,Summon Night,DS,2008,Role-Playing,Banpresto,0,0,0.07,0,0.07
7189,11825,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0,0,0,0.07
8690,11826,Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01,0.07
5395,11827,You Don't Know Jack,DS,2011,Misc,THQ,0.07,0,0,0.01,0.07
8691,11828,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07
8247,11829,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0,0,0,0.07
8692,11830,Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0,0.01,0.07
4078,11831,Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0,0,0.07
8693,11832,Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0,0.07
6005,11833,Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0,0,0.07
8694,11834,NOÃ«L: La Neige,PS,1998,Adventure,Pioneer LDC,0,0,0.07,0,0.07
8695,11835,Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,0,0,0.07,0,0.07
8696,11836,Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0,0,0.07
8697,11837,Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0,0,0.07,0,0.07
8698,11838,Harukanaru Toki no Naka de 4,PS2,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07
8699,11839,Maximum Chase,XB,2002,Racing,Microsoft Game Studios,0.05,0.02,0,0,0.07
8700,11840,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
8701,11841,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07
8702,11842,Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0,0.07
8703,11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
8704,11844,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0,0,0.07
8705,11845,Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0,0,0.07,0,0.07
5559,11846,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.07
8706,11847,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0,0,0.07
8707,11848,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0,0.05,0,0.02,0.07
8708,11849,Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0,0,0,0.07
5049,11850,Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0,0.01,0.07
8709,11851,Rugby League 3,Wii,2010,Sports,Alternative Software,0,0.06,0,0.01,0.07
8710,11852,SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
6810,11853,Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.01,0.07
8711,11854,Backyard Hockey,DS,2007,Sports,Atari,0.07,0,0,0.01,0.07
8712,11855,River King: Mystic Valley ,DS,2007,Sports,Rising Star Games,0.07,0,0,0,0.07
8713,11856,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0,0.07
8714,11857,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
8715,11858,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
7398,11859,Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0,0.07
8716,11860,Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0,0,0.07,0,0.07
8717,11861,Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0,0,0,0.07
8718,11862,Squishy Tank,DS,2010,Puzzle,Natsume,0.07,0,0,0,0.07
8719,11863,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0,0,0,0.07
8720,11864,Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0,0,0,0.07
8721,11865,Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,0.05,0.02,0,0,0.07
6123,11866,Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0,0,0.07
8485,11867,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
8722,11868,TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07
8723,11869,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0,0.06,0,0.01,0.07
8724,11870,Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0,0.07
8725,11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
4127,11872,Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.04,0.03,0,0.01,0.07
8726,11873,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
8727,11874,Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,0.05,0.02,0,0,0.07
8728,11875,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0,0,0,0.07
8729,11876,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0,0,0.07
8730,11877,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
8731,11878,Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0,0,0.07
8732,11879,Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0,0.06,0,0.01,0.07
8733,11880,Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.01,0.07
8734,11881,Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,0,0,0.07,0,0.07
8735,11882,Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0,0,0.07
7597,11883,Mega Man Battle Network 5: Double Team DS ,DS,2005,Role-Playing,Nintendo,0.07,0,0,0,0.07
8736,11884,Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0,0,0.07,0,0.07
5799,11885,SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0,0,0.01,0.07
8737,11886,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
6509,11887,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0,0.01,0.07
8737,11888,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
8738,11889,Elements of Destruction,DS,2007,Strategy,THQ,0.07,0,0,0.01,0.07
8739,11890,Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0,0.01,0.07
8740,11891,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.07
8741,11892,Eiken DS,DS,2007,Misc,Rocket Company,0,0,0.07,0,0.07
8742,11893,Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0,0,0.07,0,0.07
8743,11894,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07
8744,11895,E.X. Troopers,3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07
8745,11896,Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0,0,0,0.07
8746,11897,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0,0.05,0,0.07
8747,11898,Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07
8748,11899,J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0,0,0.07,0,0.07
4887,11900,The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07
8749,11901,Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07
8750,11902,The King of Fighters: Evolution,DC,2000,Fighting,SNK,0,0,0.07,0,0.07
8751,11903,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0,0,0.07,0,0.07
6352,11904,SpongeBob's Truth or Square,PSP,2009,Action,THQ,0.02,0.04,0,0.01,0.07
8752,11905,Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0,0,0.07
3489,11906,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0,0.07
7435,11907,Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.05,0.02,0,0.01,0.07
1525,11908,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07
8753,11909,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07
8754,11910,"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0,0,0.01,0.07
8755,11911,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0,0,0.07
8756,11912,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.07,0,0.07
8757,11913,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0,0,0,0.07
8758,11914,Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0,0,0.01,0.07
